"","Player","Position","MIN","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","BLK","TO","PF","PTS","GameId"
"5170","J. Anderson","F-C",3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,175
"7166","C. Miles","F-C",14,1,3,0,0,3,4,1,2,3,2,0,0,0,4,5,175
"8166","T. Haws","G",34,7,7,0,0,6,6,0,3,3,2,0,0,1,0,20,175
"9166","J. Emery","G",37,8,12,5,7,4,4,1,1,2,3,3,0,0,4,25,175
"10157","J. Fredette","G",34,11,16,2,5,9,9,0,1,1,6,3,0,5,1,33,175
"11144","L. Morgan","Jr.G",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175
"12113","M. Loyd","Jr.G",3,1,3,0,1,1,1,0,0,0,0,0,0,1,0,3,175
"1365","L. Magnusson","F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
"2171","B. Davies","F",14,6,7,0,0,2,6,2,2,4,0,0,0,2,4,14,176
"3171","N. Hartsock","F",25,2,4,0,0,0,0,0,3,3,2,0,1,2,2,4,176
"4171","J. Tavernari","F",18,2,6,1,5,2,2,0,3,3,3,0,0,1,2,7,176
"5171","C. Abouo","G-F",3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,176
"7167","J. Anderson","F-C",2,0,1,0,0,1,2,1,0,1,0,0,0,0,0,1,176
"8167","C. Miles","F-C",20,2,2,0,0,0,4,1,1,2,2,0,0,1,2,4,176
"9167","T. Haws","G",33,3,5,1,2,0,0,1,3,4,1,0,0,2,2,7,176
"10158","J. Emery","G",35,6,9,4,6,7,7,0,8,8,3,3,0,1,1,23,176
"11145","J. Fredette","G",34,8,12,0,2,8,9,0,3,3,4,1,1,3,3,24,176
"12114","L. Morgan","Jr.G",6,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,176
"1366","M. Loyd","Jr.G",8,1,2,1,1,0,0,1,1,2,0,0,0,1,1,3,176
"1421","B. Zylstra","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
"1367","L. Magnusson","F",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
"2172","B. Davies","F",13,2,5,0,0,2,3,1,1,2,0,1,0,0,4,6,177
"3172","N. Hartsock","F",21,2,7,0,0,1,2,4,1,5,0,0,1,0,3,5,177
"4172","J. Tavernari","F",22,1,2,0,1,0,0,0,5,5,2,0,0,2,2,2,177
"5172","C. Abouo","G-F",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,177
"7168","J. Anderson","F-C",4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,177
"8168","C. Miles","F-C",22,4,7,0,0,0,0,0,2,2,2,2,0,2,4,8,177
"9168","T. Haws","G",32,5,8,2,4,0,0,2,1,3,0,1,0,1,3,12,177
"10159","J. Emery","G",31,5,10,3,7,0,0,1,6,7,8,2,1,0,1,13,177
"11146","J. Fredette","G",36,16,23,9,13,8,9,1,6,7,9,2,0,5,2,49,177
"12115","L. Morgan","Jr.G",5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,177
"1368","M. Loyd","Jr.G",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177
"1422","B. Zylstra","G",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,177
"1369","L. Magnusson","F",14,2,3,1,1,1,1,1,1,2,1,0,0,0,0,6,178
"2173","B. Davies","F",14,3,6,0,0,2,2,0,1,1,0,1,1,2,2,8,178
"3173","N. Hartsock","F",21,6,6,0,0,0,0,4,4,8,6,0,1,1,0,12,178
"4173","J. Tavernari","F",25,6,7,3,3,0,0,1,6,7,2,0,1,1,1,15,178
"5173","C. Abouo","G-F",20,1,6,0,2,1,1,2,6,8,1,0,0,4,0,3,178
"7169","J. Anderson","F-C",7,1,2,0,0,0,0,1,0,1,1,0,0,0,0,2,178
"8169","C. Miles","F-C",17,3,5,0,0,7,8,1,5,6,1,0,2,0,1,13,178
"9169","T. Haws","G",20,3,6,0,1,2,3,0,6,6,2,1,1,4,2,8,178
"10160","L. Morgan","Jr.G",22,2,3,2,3,0,0,1,3,4,7,1,0,2,0,6,178
"11147","M. Loyd","Jr.G",25,7,11,3,6,0,1,0,0,0,1,2,1,4,1,17,178
"12116","B. Zylstra","G",15,1,3,0,0,3,4,0,5,5,1,1,0,1,0,5,178
"1370","B. Davies","F",11,2,5,0,0,0,0,2,2,4,0,1,0,3,1,4,179
"2174","N. Hartsock","F",27,6,13,0,0,5,6,3,3,6,1,1,1,0,2,17,179
"3174","J. Tavernari","F",30,4,9,4,8,5,6,1,8,9,3,1,2,1,2,17,179
"4174","C. Abouo","G-F",8,0,1,0,0,0,0,2,1,3,0,0,1,0,0,0,179
"5174","J. Anderson","F-C",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,179
"7170","C. Miles","F-C",16,2,4,0,0,0,0,3,2,5,2,0,0,1,2,4,179
"8170","T. Haws","G",30,3,9,1,1,5,6,4,2,6,3,2,0,0,3,12,179
"9170","J. Emery","G",34,3,11,1,8,2,2,1,2,3,1,2,0,2,1,9,179
"10161","J. Fredette","G",25,2,10,1,2,2,2,0,1,1,1,0,0,3,0,7,179
"11148","L. Morgan","Jr.G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
"12117","M. Loyd","Jr.G",16,3,5,1,2,0,2,0,2,2,2,0,0,2,2,7,179
"1371","N. Hartsock","F",24,1,2,0,0,0,0,0,4,4,0,1,2,1,4,2,180
"2175","C. Miles","F-C",22,3,5,0,0,0,0,0,3,3,1,1,0,2,4,6,180
"3175","T. Haws","G",36,5,9,1,1,9,10,3,8,11,2,1,0,2,2,20,180
"4175","J. Emery","G",35,3,9,1,6,1,2,0,2,2,9,4,0,4,4,8,180
"5175","M. Loyd","Jr.G",33,1,5,1,2,4,6,0,2,2,1,1,1,4,3,7,180
"7171","B. Davies","F",17,5,6,0,0,4,6,0,1,1,1,0,0,3,4,14,180
"8171","J. Tavernari","F",17,7,12,3,6,2,2,1,5,6,2,1,0,3,5,19,180
"9171","C. Abouo","G-F",8,2,2,0,0,1,2,0,3,3,0,1,0,1,1,5,180
"10162","J. Anderson","F-C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
"11149","L. Morgan","Jr.G",7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,180
"1372","N. Hartsock","F",7,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,181
"2176","C. Miles","F-C",13,3,4,0,0,2,2,1,1,2,0,0,1,0,0,8,181
"3176","T. Haws","G",28,4,7,0,3,2,2,0,3,3,2,0,1,3,0,10,181
"4176","J. Emery","G",34,8,13,5,10,0,0,0,5,5,3,2,1,1,1,21,181
"5176","L. Morgan","Jr.G",16,1,1,1,1,0,0,0,2,2,1,0,0,0,1,3,181
"7172","L. Magnusson","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
"8172","B. Davies","F",26,3,10,0,0,5,5,4,6,10,0,0,3,2,3,11,181
"9172","J. Tavernari","F",30,2,7,1,5,0,0,0,6,6,2,2,0,1,0,5,181
"10163","C. Abouo","G-F",7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,181
"11150","J. Anderson","F-C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
"12118","J. Fredette","G",18,2,4,1,2,3,5,0,1,1,3,0,0,1,0,8,181
"1373","M. Loyd","Jr.G",15,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,181
"1423","B. Zylstra","G",2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,181
"1374","N. Hartsock","F",23,3,4,0,0,0,0,1,2,3,3,0,4,1,1,6,182
"2177","C. Miles","F-C",22,1,1,0,0,1,2,0,4,4,2,0,1,2,3,3,182
"3177","T. Haws","G",25,3,5,1,2,4,4,0,2,2,2,0,0,0,0,11,182
"4177","J. Emery","G",20,3,6,1,4,0,0,1,2,3,1,3,0,2,3,7,182
"5177","J. Fredette","G",24,8,18,2,5,3,3,1,1,2,4,0,0,3,1,21,182
"7173","L. Magnusson","F",3,0,0,0,0,1,2,0,1,1,1,0,0,0,1,1,182
"8173","B. Davies","F",15,3,4,0,0,2,6,1,3,4,0,0,1,2,4,8,182
"9173","J. Tavernari","F",19,5,9,2,3,2,2,0,3,3,2,4,0,1,2,14,182
"10164","C. Abouo","G-F",17,4,5,0,0,2,3,3,5,8,3,1,0,0,3,10,182
"11151","J. Anderson","F-C",3,0,0,0,0,1,3,0,1,1,0,0,1,0,0,1,182
"12119","L. Morgan","Jr.G",16,2,2,1,1,0,0,0,1,1,1,1,0,1,0,5,182
"1375","M. Loyd","Jr.G",10,2,4,0,2,0,0,0,1,1,0,0,0,1,2,4,182
"1424","B. Zylstra","G",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,182
"1376","N. Hartsock","F",26,3,4,0,0,2,2,0,4,4,0,2,1,0,0,8,183
"2178","C. Miles","F-C",23,2,3,0,0,1,2,0,5,5,3,1,0,2,3,5,183
"3178","T. Haws","G",35,8,12,4,5,4,4,4,2,6,0,0,1,2,0,24,183
"4178","J. Emery","G",25,4,11,1,6,6,8,1,4,5,3,4,1,1,4,15,183
"5178","J. Fredette","G",32,3,11,1,4,4,7,2,4,6,3,2,0,0,2,11,183
"7174","B. Davies","F",13,2,6,0,0,1,2,1,0,1,0,0,0,2,3,5,183
"8174","J. Tavernari","F",17,0,2,0,1,3,4,1,4,5,2,0,0,1,2,3,183
"9174","C. Abouo","G-F",9,3,5,0,0,0,0,0,3,3,1,0,0,0,2,6,183
"10165","L. Morgan","Jr.G",12,2,3,0,1,0,1,0,0,0,1,0,0,1,0,4,183
"11152","M. Loyd","Jr.G",8,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,183
"1377","N. Hartsock","F",22,2,4,0,0,0,0,0,2,2,2,0,4,0,2,4,184
"2179","C. Miles","F-C",31,3,7,0,0,0,0,4,3,7,1,0,2,0,0,6,184
"3179","T. Haws","G",32,6,10,3,4,2,2,1,1,2,2,0,0,1,0,17,184
"4179","J. Emery","G",27,1,9,0,6,0,0,0,5,5,4,3,0,1,2,2,184
"5179","J. Fredette","G",38,11,19,5,8,6,6,1,2,3,5,1,1,3,1,33,184
"7175","B. Davies","F",7,1,2,0,0,0,0,0,2,2,0,0,0,2,4,2,184
"8175","J. Tavernari","F",23,1,5,1,3,0,0,1,4,5,2,1,1,2,0,3,184
"9175","C. Abouo","G-F",11,2,4,0,0,0,0,1,4,5,0,1,1,0,1,4,184
"10166","J. Anderson","F-C",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,184
"11153","L. Morgan","Jr.G",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184
"12120","M. Loyd","Jr.G",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
"1378","N. Hartsock","F",32,4,7,0,0,2,3,1,6,7,1,0,1,0,0,10,185
"2180","C. Miles","F-C",11,0,3,0,0,1,2,1,1,2,0,0,1,2,3,1,185
"3180","T. Haws","G",28,3,8,0,1,1,2,2,5,7,3,2,0,2,1,7,185
"4180","J. Emery","G",32,3,10,1,7,1,2,0,6,6,0,3,0,0,3,8,185
"5180","J. Fredette","G",34,8,21,4,6,7,7,0,1,1,7,1,0,3,2,27,185
"7176","B. Davies","F",6,0,0,0,0,0,0,2,2,4,0,1,0,2,4,0,185
"8176","J. Tavernari","F",29,5,11,3,5,4,4,1,3,4,1,1,1,1,3,17,185
"9176","C. Abouo","G-F",15,1,3,0,0,0,0,1,3,4,2,1,1,0,3,2,185
"10167","J. Anderson","F-C",5,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,185
"11154","L. Morgan","Jr.G",6,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,185
"12121","M. Loyd","Jr.G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
"1379","N. Hartsock","F",24,1,2,0,0,0,0,0,3,3,0,0,1,0,1,2,186
"2181","C. Miles","F-C",28,1,4,0,0,3,4,1,2,3,3,1,0,1,3,5,186
"3181","T. Haws","G",33,7,11,0,1,1,2,3,4,7,1,1,0,0,1,15,186
"4181","J. Emery","G",34,3,10,2,6,0,2,2,5,7,4,6,0,0,1,8,186
"5181","J. Fredette","G",35,11,23,4,5,10,12,1,3,4,2,1,0,3,3,36,186
"7177","L. Magnusson","F",1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,186
"8177","B. Davies","F",10,2,6,0,1,0,0,0,1,1,0,0,0,0,1,4,186
"9177","J. Tavernari","F",20,2,5,1,1,0,0,0,3,3,2,1,0,1,1,5,186
"10168","C. Abouo","G-F",10,3,4,0,0,0,0,0,3,3,0,0,0,1,0,6,186
"11155","L. Morgan","Jr.G",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186
"12122","M. Loyd","Jr.G",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
"1380","N. Hartsock","F",30,6,9,0,1,2,2,3,3,6,0,1,1,2,1,14,187
"2182","C. Miles","F-C",22,1,5,0,0,1,2,3,8,11,2,0,0,0,2,3,187
"3182","T. Haws","G",12,0,4,0,2,0,0,0,4,4,0,0,0,0,0,0,187
"4182","J. Emery","G",37,4,9,4,8,0,0,2,2,4,6,2,2,1,1,12,187
"5182","J. Fredette","G",29,8,17,4,6,6,6,0,4,4,3,1,0,1,0,26,187
"7178","B. Davies","F",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187
"8178","J. Tavernari","F",21,2,7,1,4,1,3,0,4,4,1,0,0,2,2,6,187
"9178","C. Abouo","G-F",20,0,4,0,2,5,6,1,3,4,3,1,1,1,3,5,187
"10169","J. Anderson","F-C",10,1,3,0,0,2,2,2,1,3,1,0,1,1,1,4,187
"11156","L. Morgan","Jr.G",11,2,3,2,2,0,0,0,0,0,2,0,0,0,1,6,187
"12123","M. Loyd","Jr.G",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,187
"1381","N. Hartsock","F",25,3,9,0,1,2,2,3,1,4,1,0,2,0,4,8,188
"2183","C. Miles","F-C",16,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,188
"3183","T. Haws","G",29,2,8,1,3,0,0,2,1,3,0,0,0,1,1,5,188
"4183","J. Emery","G",26,3,9,1,6,3,4,1,2,3,1,1,0,2,3,10,188
"5183","J. Fredette","G",37,4,15,2,7,11,13,2,5,7,6,2,0,2,1,21,188
"7179","L. Magnusson","F",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188
"8179","J. Tavernari","F",33,7,12,2,6,0,0,0,7,7,2,1,0,2,1,16,188
"9179","C. Abouo","G-F",18,3,5,1,2,2,2,1,2,3,0,1,0,1,3,9,188
"10170","J. Anderson","F-C",1,1,1,0,0,0,0,0,1,1,0,0,0,0,3,2,188
"11157","L. Morgan","Jr.G",4,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,188
"12124","M. Loyd","Jr.G",10,1,2,0,1,1,1,0,0,0,1,1,0,1,0,3,188
"1382","N. Hartsock","F",25,4,7,0,0,0,0,2,4,6,2,0,0,1,2,8,189
"2184","C. Miles","F-C",10,1,2,0,0,1,1,0,3,3,0,0,1,0,2,3,189
"3184","T. Haws","G",25,5,8,1,2,5,6,1,1,2,2,4,0,3,2,16,189
"4184","J. Emery","G",26,7,9,4,6,0,0,1,4,5,3,1,0,1,0,18,189
"5184","J. Fredette","G",27,3,6,1,3,2,2,1,0,1,6,0,0,1,1,9,189
"7180","L. Magnusson","F",9,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,189
"8180","B. Davies","F",12,0,2,0,0,3,7,0,2,2,0,2,0,2,2,3,189
"9180","J. Tavernari","F",24,6,10,5,7,2,2,1,4,5,2,3,0,0,1,19,189
"10171","C. Abouo","G-F",14,1,2,1,1,0,0,4,0,4,1,1,0,2,1,3,189
"11158","J. Anderson","F-C",4,1,2,0,0,2,2,0,0,0,0,0,0,0,1,4,189
"12125","M. Loyd","Jr.G",16,2,4,0,1,3,4,0,3,3,3,1,0,1,0,7,189
"1383","B. Zylstra","G",8,0,1,0,0,1,2,0,0,0,0,0,0,1,1,1,189
"1384","N. Hartsock","F",32,3,4,0,0,6,6,2,10,12,2,0,2,1,3,12,190
"2185","C. Miles","F-C",23,4,4,0,0,0,0,1,2,3,0,1,1,2,3,8,190
"3185","T. Haws","G",16,2,5,0,2,0,0,0,2,2,2,0,0,1,2,4,190
"4185","J. Emery","G",22,6,10,2,3,2,3,1,3,4,1,1,0,2,3,16,190
"5185","J. Fredette","G",36,12,22,6,10,6,7,2,3,5,6,1,0,6,1,36,190
"7181","L. Magnusson","F",4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,190
"8181","B. Davies","F",6,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,190
"9181","J. Tavernari","F",29,3,10,3,6,4,4,0,2,2,1,4,0,1,0,13,190
"10172","C. Abouo","G-F",16,1,2,1,2,0,0,0,7,7,1,1,0,0,2,3,190
"11159","J. Anderson","F-C",4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,190
"12126","M. Loyd","Jr.G",10,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,190
"1385","B. Zylstra","G",2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,190
"1386","N. Hartsock","F",18,1,4,0,1,0,0,2,1,3,2,1,1,0,4,2,191
"2186","C. Miles","F-C",18,2,3,0,0,1,2,1,4,5,1,0,0,0,4,5,191
"3186","T. Haws","G",33,6,15,0,2,10,10,2,6,8,2,1,0,1,1,22,191
"4186","J. Emery","G",31,3,7,1,4,3,5,0,5,5,2,1,0,0,1,10,191
"5186","J. Fredette","G",36,7,14,3,6,5,5,0,1,1,4,0,0,1,1,22,191
"7182","L. Magnusson","F",1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,191
"8182","B. Davies","F",6,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,191
"9182","J. Tavernari","F",33,7,12,3,7,0,0,0,8,8,2,2,0,1,2,17,191
"10173","C. Abouo","G-F",12,2,5,0,2,0,0,2,0,2,1,1,0,2,2,4,191
"11160","J. Anderson","F-C",4,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,191
"12127","M. Loyd","Jr.G",7,0,1,0,0,1,2,0,0,0,1,0,0,0,1,1,191
"1387","B. Zylstra","G",1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,191
"1388","N. Hartsock","F",26,0,5,0,0,0,0,0,4,4,0,0,0,1,2,0,192
"2187","C. Miles","F-C",14,2,4,0,0,2,2,1,0,1,0,0,1,1,1,6,192
"3187","T. Haws","G",26,1,7,0,0,8,8,2,3,5,4,2,0,1,2,10,192
"4187","J. Emery","G",38,6,7,1,2,4,5,1,6,7,3,5,0,0,3,17,192
"5187","J. Fredette","G",36,8,17,4,8,6,11,1,5,6,5,0,0,1,1,26,192
"7183","L. Magnusson","F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
"8183","B. Davies","F",12,3,5,0,0,0,1,0,3,3,0,0,0,1,2,6,192
"9183","J. Tavernari","F",27,4,11,2,4,1,1,0,3,3,0,2,0,1,1,11,192
"10174","C. Abouo","G-F",15,2,4,0,1,0,0,0,4,4,0,1,1,1,1,4,192
"11161","J. Anderson","F-C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
"12128","M. Loyd","Jr.G",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192
"1389","B. Zylstra","G",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,192
"1390","N. Hartsock","F",31,4,8,0,0,0,0,2,4,6,3,0,2,0,2,8,193
"2188","C. Miles","F-C",12,1,5,0,0,2,3,1,1,2,1,0,0,0,1,4,193
"3188","T. Haws","G",36,5,13,3,8,5,5,1,0,1,2,0,0,1,0,18,193
"4188","J. Emery","G",35,3,9,2,5,3,4,2,5,7,1,5,0,2,4,11,193
"5188","J. Fredette","G",16,3,7,0,2,0,0,0,2,2,2,0,0,2,0,6,193
"7184","B. Davies","F",11,2,4,0,0,3,6,0,1,1,0,0,1,0,1,7,193
"8184","J. Tavernari","F",27,4,10,0,4,0,1,0,6,6,2,1,0,1,4,8,193
"9184","C. Abouo","G-F",8,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,193
"10175","M. Loyd","Jr.G",24,8,9,1,2,2,2,0,4,4,2,1,1,1,3,19,193
"1391","N. Hartsock","F",28,0,1,0,0,2,2,2,6,8,0,1,2,1,3,2,194
"2189","C. Miles","F-C",9,0,2,0,0,0,0,0,2,2,0,0,2,0,1,0,194
"3189","T. Haws","G",28,1,6,0,1,4,4,2,4,6,3,1,0,1,3,6,194
"4189","J. Emery","G",33,3,11,3,5,2,2,1,2,3,3,2,0,2,3,11,194
"5189","J. Fredette","G",19,1,7,0,1,6,6,0,5,5,0,0,0,2,2,8,194
"7185","L. Magnusson","F",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,194
"8185","B. Davies","F",25,7,9,0,0,7,11,3,4,7,0,1,0,2,4,21,194
"9185","J. Tavernari","F",12,0,1,0,1,0,0,1,1,2,0,1,0,2,2,0,194
"10176","C. Abouo","G-F",14,1,4,0,0,1,2,2,1,3,1,1,0,0,0,3,194
"11162","J. Anderson","F-C",2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,194
"12129","M. Loyd","Jr.G",25,7,14,1,1,3,4,1,5,6,3,4,0,2,0,18,194
"1392","B. Zylstra","G",3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,194
"1393","N. Hartsock","F",15,1,1,0,0,0,0,1,2,3,1,0,1,1,3,2,195
"2190","C. Miles","F-C",7,0,0,0,0,2,2,1,1,2,0,1,0,1,1,2,195
"3190","T. Haws","G",8,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,195
"4190","J. Emery","G",31,8,10,5,6,1,1,0,2,2,5,5,2,1,3,22,195
"5190","J. Fredette","G",22,5,11,1,4,7,8,0,0,0,5,2,0,2,1,18,195
"7186","L. Magnusson","F",4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,195
"8186","B. Davies","F",24,4,7,0,0,1,1,0,8,8,2,1,0,3,3,9,195
"9186","J. Tavernari","F",30,9,12,5,8,0,0,1,3,4,3,3,0,0,0,23,195
"10177","C. Abouo","G-F",26,8,11,2,2,4,6,3,2,5,3,0,0,2,1,22,195
"11163","J. Anderson","F-C",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
"12130","M. Loyd","Jr.G",26,1,5,0,1,3,4,0,3,3,2,2,0,1,0,5,195
"1394","B. Zylstra","G",4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,195
"1395","N. Hartsock","F",29,3,3,0,0,1,1,3,4,7,0,2,1,1,4,7,196
"2191","C. Miles","F-C",7,0,1,0,0,1,2,1,1,2,1,1,0,0,1,1,196
"3191","J. Fredette","G",38,10,23,2,10,23,24,1,3,4,6,0,0,3,0,45,196
"4191","T. Haws","G",15,1,4,0,0,6,6,1,1,2,1,0,0,0,2,8,196
"5191","J. Emery","G",39,5,7,4,5,1,2,1,6,7,3,2,0,2,2,15,196
"7187","B. Davies","F",18,1,3,0,0,0,0,0,1,1,0,0,0,0,4,2,196
"8187","J. Tavernari","F",27,3,10,3,7,0,0,0,2,2,1,0,0,2,3,9,196
"9187","C. Abouo","G-F",9,1,1,1,1,0,0,0,1,1,0,0,0,0,4,3,196
"10178","M. Loyd","Jr.G",18,2,2,0,0,1,2,0,1,1,1,1,0,1,2,5,196
"1396","B. Davies","F",29,1,3,0,0,1,2,1,5,6,0,0,0,1,1,3,197
"2192","N. Hartsock","F",34,1,4,0,0,0,0,1,5,6,1,1,1,1,2,2,197
"3192","J. Emery","G",23,3,7,2,5,0,0,1,2,3,2,2,0,0,5,8,197
"4192","J. Fredette","G",36,7,20,4,11,12,12,1,2,3,4,1,0,4,1,30,197
"5192","M. Loyd","Jr.G",30,5,8,1,2,0,0,0,2,2,2,0,0,2,2,11,197
"7188","J. Tavernari","F",17,1,5,1,4,1,2,0,0,0,1,2,0,2,0,4,197
"8188","C. Abouo","G-F",26,3,6,1,2,1,1,2,3,5,1,0,0,2,5,8,197
"9188","C. Miles","F-C",5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,197
"1397","N. Hartsock","F",31,4,6,2,3,0,0,1,4,5,0,2,1,0,4,10,198
"2193","C. Abouo","G-F",16,3,8,0,3,4,4,0,5,5,1,1,0,2,5,10,198
"3193","K. Collinsworth","G",35,1,5,0,0,0,2,3,8,11,3,4,0,2,3,2,198
"4193","J. Emery","G",40,2,8,0,4,4,4,2,3,5,3,2,0,1,1,8,198
"5193","J. Fredette","G",40,10,25,2,9,10,12,0,4,4,7,0,0,4,2,32,198
"7189","L. Magnusson","F",26,3,6,2,3,2,2,3,4,7,0,0,0,0,3,10,198
"8189","S. Rogers","F",3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,198
"9189","J. Anderson","F-C",9,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,198
"1398","N. Hartsock","F",20,5,5,3,3,0,0,1,2,3,2,1,1,0,3,13,199
"2194","C. Abouo","G-F",26,3,7,0,2,2,2,0,4,4,1,2,1,2,3,8,199
"3194","K. Collinsworth","G",34,2,5,0,1,2,3,1,6,7,2,3,1,2,1,6,199
"4194","J. Fredette","G",39,11,23,7,12,5,5,0,2,2,6,1,0,3,0,34,199
"5194","C. Collinsworth","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199
"7190","L. Magnusson","F",13,0,1,0,0,0,0,0,1,1,1,0,0,1,4,0,199
"8190","S. Rogers","F",11,3,4,1,2,3,3,0,3,3,0,0,1,0,1,10,199
"9190","J. Anderson","F-C",18,1,2,0,0,0,0,0,0,0,1,0,2,0,4,2,199
"10179","J. Emery","G",37,6,11,3,8,1,2,0,3,3,4,3,0,0,3,16,199
"11164","N. Martineau","G",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199
"12131","B. Zylstra","G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
"1399","N. Hartsock","F",42,3,9,1,4,2,2,3,5,8,2,3,1,1,1,9,200
"2195","K. Collinsworth","G",38,2,4,0,0,1,2,3,12,15,1,1,0,2,3,5,200
"3195","J. Emery","G",33,3,8,3,7,0,0,1,2,3,1,2,0,1,3,9,200
"4195","J. Fredette","G",44,11,29,3,15,7,7,0,2,2,5,1,0,6,3,32,200
"5195","C. Collinsworth","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
"7191","L. Magnusson","F",20,2,4,1,2,1,1,1,2,3,2,1,0,2,4,6,200
"8191","S. Rogers","F",17,2,7,2,6,1,2,0,4,4,0,2,0,0,2,7,200
"9191","C. Abouo","G-F",27,2,9,0,3,2,2,2,0,2,1,0,0,0,3,6,200
"10180","J. Anderson","F-C",3,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,200
"11165","B. Zylstra","G",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200
"1400","L. Magnusson","F",7,0,1,0,0,0,0,0,2,2,0,0,0,1,2,0,201
"2196","B. Davies","F",14,0,1,0,0,2,2,0,5,5,0,0,0,3,0,2,201
"3196","S. Rogers","F",7,2,5,0,3,0,2,2,1,3,0,0,0,0,0,4,201
"4196","N. Hartsock","F",25,9,15,1,1,2,3,1,4,5,0,0,1,2,1,21,201
"5196","C. Collinsworth","F",17,1,5,0,2,1,2,2,5,7,1,0,0,0,2,3,201
"7192","C. Abouo","G-F",25,4,6,1,2,4,4,3,3,6,1,1,0,0,2,13,201
